row_idx	col_idx	log2ratio	dev	quartile0	quartile25	quartile50	quartile75	quartile100
1	1	-2.049586667	6.983221367	-13.8605	-6.51725	-3.26085	3.405075	8.7305
1	2	3.441406667	6.610645197	-4.4444	0.2541	1.71805	5.0537	24.1901
1	3	-4.713906667	11.36316751	-31.6463	-7.285675	1.2124	3.400775	8.284
1	4	7.873553333	16.70615595	-17.5	1.199575	4.67195	10.304075	56.889
1	5	6.32456	12.2650702	-5.2703	-1.186425	2.08395	8.135	41.6487
1	6	0.1749533333	8.523870878	-11.8167	-3.2078	-0.48965	3.307725	24.3824
1	7	-1.205546667	11.62782469	-36	-4.482725	-0.63485	2.1016	14.7673
1	8	4.01284	9.271806287	-12.8882	-2.62995	0.896	6.61825	23.0769
1	9	-1.426046667	9.191465403	-20.3855	-10.5628	-1.43395	5.22865	12.5926
1	10	2.789393333	5.614643333	-4.6799	0.2819	1.5659	3.55075	18.8988
1	11	2.109446667	7.59775342	-10.664	-2.35465	2.5442	5.37035	19.7528
1	12	-0.2350733333	6.577711518	-12.8	-2.06265	-1.0274	2.7108	12.8643
2	1	0.6460428571	5.543959306
2	2	0.6326714286	4.253525542
2	3	-0.3083714286	4.316052565
2	4	5.439307143	6.34094894
2	5	1.373907143	4.593519255
2	6	1.4465	5.505837864
2	7	0.4566714286	4.989905288
2	8	1.787778571	5.552496685
2	9	0.9022428571	4.648459667
2	10	-0.08525	5.731648822
2	11	0.91994	5.419224525
2	12	0.07865333333	5.319337686
3	1	1.953653333	9.213185674
3	2	-0.6621266667	6.798496769
3	3	1.321886667	5.998485997
3	4	6.116726667	8.315470542
3	5	1.81408	5.916617336
3	6	0.1800066667	6.420431729
3	7	1.614813333	7.890408317
3	8	-0.4168133333	8.152074937
3	9	-0.57034	5.752685623
3	10	4.39234	8.953717723
3	11	-0.8031066667	7.22931642
3	12	-0.54276	7.003167936
4	1	0.3930733333	5.253758682
4	2	3.6073	6.250891005
4	3	0.7555066667	4.926577679
4	4	3.063793333	7.051982785
4	5	3.734106667	7.228386039
4	6	-0.94384	5.010597066
4	7	1.698466667	5.518524043
4	8	0.4717	5.596841662
4	9	-0.4616866667	5.545161576
4	10	1.56916	5.712396571
4	11	-1.317113333	4.286962028
4	12	0.2961733333	7.054508649
5	1	3.828013333	8.516590522
5	2	1.78016	6.99479435
5	3	-0.7524266667	5.444194118
5	4	4.756753333	4.93950195
5	5	0.70582	6.151140261
5	6	0.7849666667	6.883376704
5	7	-0.74384	3.715731666
5	8	1.182066667	6.623230079
5	9	1.052066667	6.948218109
5	10	3.84792	13.47517305
5	11	-0.1698666667	4.811248152
5	12	4.566873333	5.389769128
6	1	5.32778	7.277941362
6	2	1.04814	4.210928068
6	3	2.981993333	5.840594541
6	4	5.198786667	7.091438864
6	5	-0.007826666667	6.960204344
6	6	0.005933333333	4.521113975
6	7	2.861973333	7.407709726
6	8	0.5807733333	5.802098101
6	9	1.296973333	9.473755432
6	10	-0.03797333333	8.352180607
6	11	-0.13276	3.767846312
6	12	0.72364	4.500194064
7	1	1.83534	7.260083011
7	2	0.9176933333	4.797528209
7	3	1.111033333	4.689024876
7	4	3.263333333	5.695944245
7	5	2.563553333	5.588441765
7	6	0.33218	5.602145175
7	7	1.763513333	6.469731656
7	8	1.177586667	5.323994777
7	9	2.151786667	7.315509484
7	10	-1.784653333	5.666601482
7	11	-0.03782	5.475519609
7	12	1.142373333	5.386189554
8	1	-0.04484	15.61152864
8	2	7.66244	17.77950183
8	3	3.985873333	16.21799338
8	4	7.623146667	27.14795795
8	5	1.895033333	14.18887054
8	6	5.361153333	16.45769259
8	7	-3.504766667	9.218328275
8	8	-0.6641266667	8.715121145
8	9	2.501713333	20.56520795
8	10	-0.32424	15.12073663
8	11	-1.472646667	9.173467485
8	12	-1.786713333	12.61800212
9	1	0.9630933333	7.646423268
9	2	1.549473333	6.448760746
9	3	2.294153333	5.564854134
9	4	2.790993333	7.528470512
9	5	-1.485673333	5.439235707
9	6	1.16608	6.06218687
9	7	3.561326667	6.962649795
9	8	1.14942	6.639851806
9	9	-0.5900266667	6.310579046
9	10	1.506826667	6.580476029
9	11	1.128386667	6.045818551
9	12	1.094393333	6.055590027
10	1	3.088118182	12.63858574
10	2	1.321945455	6.416007505
10	3	1.778281818	4.26772317
10	4	3.5568	7.294012384
10	5	2.550333333	9.554308899
10	6	-1.431558333	6.177451399
10	7	0.1566666667	6.283481813
10	8	0.2533666667	6.891912121
10	9	0.338175	6.324022783
10	10	1.482933333	11.57360087
10	11	-2.593691667	5.182856701
10	12	0.111875	6.106779154
11	1	0.7186533333	6.743564991
11	2	2.050613333	4.85232229
11	3	2.167613333	4.705778133
11	4	1.627706667	4.933749833
11	5	2.494393333	4.956415588
11	6	1.001186667	3.694009417
11	7	0.38114	6.762774803
11	8	1.674553333	3.264605073
11	9	-0.12174	5.207535048
11	10	1.93822	6.380262645
11	11	0.4898266667	2.491912364
11	12	1.81176	5.983818356
12	1	1.415113333	7.668653701
12	2	0.5401866667	7.149015019
12	3	3.3757	5.675267676
12	4	0.93092	5.774916655
12	5	-0.4040666667	6.473482843
12	6	1.559186667	5.174877258
12	7	2.648426667	7.498946316
12	8	1.11056	5.966829556
12	9	2.10596	8.947584645
12	10	-0.4227666667	8.434768501
12	11	-1.930386667	8.151059675
12	12	0.71378	5.274246816
13	1	0.1286733333	10.10054329
13	2	0.6195533333	4.390324047
13	3	1.56304	8.758134637
13	4	2.04244	7.594968284
13	5	3.447566667	8.424212329
13	6	2.853633333	5.935933109
13	7	1.97248	5.89872362
13	8	2.95966	4.696040571
13	9	0.02011333333	5.038333557
13	10	3.052533333	6.070416512
13	11	-1.626873333	4.358573166
13	12	-0.38058	3.550050946
14	1	1.8842	8.423114036
14	2	1.70678	7.527534182
14	3	1.53416	5.363253016
14	4	-0.1383733333	7.098015924
14	5	3.30028	7.54920858
14	6	3.538093333	7.348684302
14	7	1.42092	9.844517236
14	8	0.8333733333	7.730562794
14	9	-0.88076	4.291379076
14	10	0.3965266667	6.681578721
14	11	-1.856213333	7.70529602
14	12	-0.9478533333	7.542252201
15	1	0.8438	5.715157733
15	2	2.70464	6.976146217
15	3	0.96624	4.970071841
15	4	2.19978	7.732364062
15	5	2.737366667	7.715859793
15	6	-0.54306	4.869510692
15	7	1.85088	5.19245196
15	8	-0.6533133333	5.163543211
15	9	-0.11414	6.624230848
15	10	2.398873333	6.776891512
15	11	-1.131653333	5.046569537
15	12	1.181606667	5.512421097
16	1	-0.32974	6.80322841
16	2	1.17148	6.782303977
16	3	1.069766667	8.98487659
16	4	5.166166667	7.855650439
16	5	3.523246667	11.40400847
16	6	0.1512933333	5.706281592
16	7	2.258086667	8.657959051
16	8	0.4763	8.000790168
16	9	0.9205	8.382800776
16	10	5.406073333	6.635885676
16	11	-0.3488066667	10.63591229
16	12	-1.87162	5.000351575
17	1	0.3219066667	6.362790599
17	2	3.080386667	7.602336453
17	3	1.589126667	5.250647983
17	4	4.64386	7.792470886
17	5	1.053513333	6.898249413
17	6	0.2576466667	4.966341708
17	7	0.1649733333	5.96284128
17	8	0.6513666667	4.612983731
17	9	-1.426553333	6.652042652
17	10	3.520986667	4.672728859
17	11	-0.7005333333	6.195983835
17	12	0.5854466667	5.163832248
18	1	-0.94102	9.526586001
18	2	0.66922	6.819286903
18	3	-0.1285	4.730621761
18	4	3.145953333	5.379402602
18	5	0.4063066667	5.870710713
18	6	-0.2696866667	8.845324754
18	7	-0.09654666667	7.785914272
18	8	0.5536533333	5.151364194
18	9	-1.665073333	7.063018544
18	10	3.315566667	5.124413418
18	11	-1.531426667	7.036240073
18	12	0.57346	8.89101064
19	1	0.8877933333	7.024841705
19	2	0.5506266667	4.865331841
19	3	1.62692	6.112582267
19	4	5.288986667	8.128499537
19	5	2.954433333	5.576825122
19	6	-1.249106667	5.164450021
19	7	0.3117866667	4.27303198
19	8	-0.40968	7.869540262
19	9	-1.08942	6.21072858
19	10	-0.86434	4.474813228
19	11	0.1199533333	6.274762581
19	12	0.9624533333	5.995703667
20	1	0.9597933333	7.695747291
20	2	3.336086667	7.409640014
20	3	2.418046667	3.162737183
20	4	3.7767	7.997821553
20	5	3.481593333	6.177577994
20	6	-0.1576666667	6.638505299
20	7	2.04132	8.245956512
20	8	-2.267813333	4.307135363
20	9	0.20788	8.101856378
20	10	3.987053333	7.627721642
20	11	-1.384866667	5.825186958
20	12	2.707993333	9.465706277
21	1	-4.46256	6.492660736
21	2	4.566453333	6.717489446
21	3	1.309693333	8.621773482
21	4	2.46706	8.816238232
21	5	1.566953333	11.79768506
21	6	-0.33238	6.773430616
21	7	-0.07812	5.434917726
21	8	2.856133333	6.495700887
21	9	-2.47356	7.006351723
21	10	1.482433333	5.043314417
21	11	0.71952	8.264832887
21	12	4.545066667	6.542309502
22	1	0.4438384615	7.180134688
22	2	2.925723077	4.551882329
22	3	-1.031461538	3.107562033
22	4	2.480107692	6.948912205
22	5	1.700653846	7.436204699
22	6	1.417046154	5.212869646
22	7	-1.264753846	6.025526661
22	8	2.147946154	6.809139229
22	9	2.886392308	8.228370659
22	10	2.591746154	5.100426561
22	11	1.6881	6.99410245
22	12	-0.1547642857	5.088825815
23	1	0.75196	8.239937776
23	2	2.2357	5.793317064
23	3	-2.329806667	7.505528341
23	4	4.45688	9.649346093
23	5	0.3696333333	8.865837295
23	6	-1.72396	6.00070738
23	7	-0.5353533333	10.62331392
23	8	1.528106667	8.227169084
23	9	-1.007146667	12.40009591
23	10	6.000906667	8.951831724
23	11	3.451853333	9.232936252
23	12	3.97464	7.635591598
24	1	2.33088	10.78879608
24	2	0.4878466667	5.288440957
24	3	2.000386667	5.626966862
24	4	4.5488	9.611346375
24	5	2.665366667	10.06112914
24	6	0.3821133333	7.456434424
24	7	0.3415666667	5.929245325
24	8	0.3335266667	4.726191051
24	9	0.1208	8.889040274
24	10	4.104273333	10.21184967
24	11	-1.562466667	6.244940735
24	12	0.9873	6.842356035
25	1	1.134166667	8.218425318
25	2	2.441293333	8.338019784
25	3	-1.046846667	4.60591097
25	4	1.742266667	7.293517962
25	5	1.342066667	5.884644948
25	6	1.25882	8.065988145
25	7	1.14928	9.514940595
25	8	2.838866667	5.49976201
25	9	-1.43824	8.404687233
25	10	2.340746667	7.903508469
25	11	0.4323666667	4.234801145
25	12	1.966246667	8.4181669
26	1	2.997745455	11.65858199
26	2	5.045418182	7.822841172
26	3	0.7024727273	14.04359921
26	4	4.728563636	11.90470218
26	5	-0.4566909091	12.43776284
26	6	-3.365809091	10.02007868
26	7	-2.2576	9.947900572
26	8	-1.987972727	5.572245159
26	9	6.762218182	15.61460614
26	10	2.160233333	10.74879218
26	11	-1.715175	9.44927358
26	12	-1.186758333	5.254820514
27	1	1.646146667	7.064081206
27	2	1.67548	5.167798622
27	3	-0.4795866667	4.616797321
27	4	2.737733333	4.556939938
27	5	5.22698	6.354328725
27	6	0.5865133333	3.779337985
27	7	3.073006667	9.322420491
27	8	0.1229933333	5.576494625
27	9	-1.650886667	4.872636061
27	10	5.212206667	8.918167348
27	11	-2.076526667	4.741662606
27	12	-0.06488666667	5.305870905
28	1	0.09894666667	7.494737977
28	2	0.8314	5.437609163
28	3	1.82952	6.448874073
28	4	2.591933333	5.16650539
28	5	1.296673333	5.50541817
28	6	0.3986	6.858613089
28	7	1.145013333	7.219946761
28	8	1.366526667	3.544309708
28	9	0.3341866667	7.827841792
28	10	4.596426667	7.932899729
28	11	0.52274	5.731105261
28	12	2.556266667	6.083292593
29	1	1.86716	6.664711708
29	2	4.108113333	8.337014809
29	3	0.4433733333	10.03006252
29	4	4.49472	10.88413715
29	5	2.4593	8.94677336
29	6	4.0764	14.89210408
29	7	-1.48722	10.97579889
29	8	3.376293333	8.092268177
29	9	-1.351053333	11.88082159
29	10	4.31098	12.10785793
29	11	1.059626667	7.779278286
29	12	1.292533333	5.22603368
30	1	-1.823866667	11.12146706
30	2	2.211646667	11.94916806
30	3	0.8134933333	24.68714398
30	4	3.774046667	11.7534106
30	5	0.8918933333	12.04431672
30	6	-0.09564666667	11.95484592
30	7	1.014893333	8.987408946
30	8	2.64768	13.22090535
30	9	-3.097886667	16.67123685
30	10	1.236946667	11.01330215
30	11	-4.58334	10.38132835
30	12	-2.266386667	7.21642737
31	1	0.9250933333	5.637468647
31	2	1.544993333	4.361093921
31	3	0.4018066667	2.88341913
31	4	2.897586667	4.855175445
31	5	1.6488	5.419998688
31	6	-0.1151533333	3.543304316
31	7	0.5622866667	4.763159326
31	8	0.2568066667	3.487645177
31	9	-0.6181866667	6.358059986
31	10	2.10778	4.940985293
31	11	-0.8607533333	4.132608622
31	12	0.6754333333	3.872993221
